id,bim360_account_id,bim360_project_id,review_id,versioned_urn,status,created_at,updated_at,round_num
58e7c17e-c524-41ef-aa45-f302ce59163d,bf996092-8d66-408a-8d8e-5065ca3330c2,77d5fb8c-5d83-4fa8-8c81-169306f7a8f7,c128bb05-eaf1-4a0a-8ff8-13b87420139c,urn:adsk.wipprod:fs.file:vf.JXRSeRhaQ6uip-Y_GJL3Qw?version=1,,2025-03-21 10:04:10.186,2025-03-21 10:04:10.186,1
2e39f367-7b10-436f-8cd5-bcd3e7287886,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,e0fe26c9-3540-40dc-97e1-5d58c14e1c7b,urn:adsk.wipprod:fs.file:vf.BAMaGZzGS8qawNk9GzV6BQ?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""NXBJU9KZRN2LR6EX"",""approverUserName"":""Dinesh Jeena""}",2025-08-04 04:31:21.888,2025-08-04 13:11:53.16,1
725c0508-ed3c-43aa-9454-1b77191536fb,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403,8537fe7d-b3e3-4ff4-bbd8-23e63e74ef77,urn:adsk.wipprod:fs.file:vf.-yuRaybPSdyHleIzWitx0w?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""NXBJU9KZRN2LR6EX"",""approverUserName"":""Dinesh Jeena""}",2025-08-04 05:45:28.711,2025-08-04 13:12:58.13,1
8275fca8-9904-4b1a-b19e-a70f8c8d65c6,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,0bc039e4-0727-4327-9b16-483e63c7c474,urn:adsk.wipprod:fs.file:vf.SOW0_NEASKy9NPzBmuBAGw?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""C6Z2RETEN3MN8XZF"",""approverUserName"":""Manoj Kumar""}",2025-08-05 09:54:01.588,2025-08-05 09:59:44.348,1
f490581e-a449-4fb5-9ea0-03d1db4979b1,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,dbca019e-dbfa-4796-9c82-8189ed6ea2f8,urn:adsk.wipprod:fs.file:vf.5e08p9KNTWO_xlJaMbroGA?version=2,,2025-08-05 10:52:57.76,2025-08-05 10:52:57.76,2
f3bb386e-e430-499a-a2ff-b81ff4c3b062,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac,7c326b2e-f2b0-42b8-89c5-7a2125abb557,urn:adsk.wipprod:fs.file:vf.5e08p9KNTWO_xlJaMbroGA?version=3,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""C6Z2RETEN3MN8XZF"",""approverUserName"":""Manoj Kumar""}",2025-08-05 10:54:15.618,2025-08-05 11:16:17.516,1
3dcabe41-472c-452f-b448-cd6255e65b4c,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,a2507942-6f39-405c-bf77-5d3e25b0c6c5,urn:adsk.wipprod:fs.file:vf.gHnOVSxIREakr8xOskEp6g?version=1,,2025-05-14 10:26:08.92,2025-05-14 10:26:08.92,1
9cadc5fe-db5e-479a-be37-5f5bf305bfa2,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,a2507942-6f39-405c-bf77-5d3e25b0c6c5,urn:adsk.wipprod:fs.file:vf.en5EkyYTRBORIHlYjFYKJg?version=1,,2025-05-14 10:26:08.92,2025-05-14 10:26:08.92,1
1bd3e528-4ee4-4b1d-a938-3da3223bc3ac,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.T22VtkHGS7OZMh6O1DCqEg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
b398aa5d-7e47-4e0e-81b8-07278d88cab6,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.Ua9FJFMgREu1VhCCMR2kBA?version=3,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
1c44d894-12be-46b9-8930-9f1caaa006c5,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.95goND_uRNiso2wRg3my4w?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
12224e29-8fac-4ced-9a2c-9d5d2e4c4290,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.vn-lj4M9QC-qBV2bVk-pow?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
80814098-1d75-4c69-8cc1-cda97cc9d200,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.fwdmEFheQSqBh77DwqDCEQ?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
58a5c9e0-a467-46dc-b7f8-85965fca60a9,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.fiTtLZhbQnSPJdCpcUAvsA?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
95d24134-490f-4bd8-ba04-1f1b12809113,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.ypnXayQSS16VkcqYw83_mg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
00ef5388-bc1d-492a-a86b-5b98db96b23a,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.LvhPCIDjQFCCENE3c-D2aA?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
dccb6b23-6ae3-4fcb-9b4f-8ceb8c33c92c,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.2uHbGqpWQwSsHlrHt1nimg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
b5d984df-aa4a-41c3-94d2-45d778e797cb,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.dZcY0hOKTs-Y6CjHXP4iSw?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
6cd37bdf-f45a-4bc8-aea5-9fc84f51a0bd,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.mjaJotrzRM2JRSF5-QbsSA?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
4802bb29-e64d-405a-a009-bc36807d6bce,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.p67YBll1ROu7dgiz_wJMdg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
aade7665-30de-482f-bb0d-bbbeb07af89c,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.-8K9ELI8T8y5eSjSRXNgkQ?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
d856077c-8b1c-41c3-9653-215d6465e638,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.FhZZqDFtRZi83JxYnsSqiQ?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
f30eb6c6-2806-4a19-8f57-7861d46809d2,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.7wXAuiZRRn2K_GJhb0-RYg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
a7821c74-2ae3-403e-9b25-71d548f910e6,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.S3_0WurrS_-5RgAFI7OtRg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
04999e08-d01b-49a8-b16c-aa446d4d4051,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.kZNAeFFqTtyMMZPPrGnnAA?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
1df329ee-3914-40d9-b406-90dcb811f34d,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.QD0vK_yyS7Ku0ItTj_Hc5g?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
09d6b9c3-499d-42e7-a2fb-f4bc0bd9af27,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.WxwuH84IREKnVvmLtX8PnA?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
b465628a-8589-40ad-b282-83e9fa8f7a4f,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.x-zRIjqrTzmsE-BKLZONeg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
babaef84-b760-4153-acc7-925c8a84f5f8,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.onfav3gESby1a03RuFyOLA?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
55add41d-98d5-48b5-804a-5f97f6e65a14,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.aLVqgHBrTNGB2sn8T8USCw?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
3ef63c1c-706c-49ef-8f2a-5e49c1b05b8e,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.8bFFHM7lReeFEZWawnjDJg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
f88262a6-123d-4406-9ac4-036bada59431,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.IiNtZanWQK-3S58m5A9YGg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
552d089c-8068-4656-9cf8-aad8f9160fd3,bf996092-8d66-408a-8d8e-5065ca3330c2,2f551e7d-05e6-4bfc-8ee1-0ef3a8487c11,3dd66b65-4dda-4967-9a42-3f5b5a335f39,urn:adsk.wipprod:fs.file:vf.NT1qMCirTfSDLgi40ksDZg?version=2,,2025-05-14 11:06:39.149,2025-05-14 11:06:39.149,1
6853660b-8ded-4d23-9e4d-a544c6716976,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,f2e39d1f-9085-44d4-83b2-45d3fd715279,urn:adsk.wipprod:fs.file:vf.sUc59msyTtWJRvktUSJ4kA?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 10:56:16.579,2025-05-14 11:35:25.787,1
0fa611b5-e5f9-4f48-a9c2-306d9abf404e,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,6e7ef14c-bcda-423a-b7a5-ee25fbbb0736,urn:adsk.wipprod:fs.file:vf.v7S7bdERSJ6oJ_l16A_qeA?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 10:57:28.467,2025-05-14 11:36:54.842,1
fc6007ba-09b0-4b51-9bb8-b5e01474191b,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,6e7ef14c-bcda-423a-b7a5-ee25fbbb0736,urn:adsk.wipprod:fs.file:vf.Ghmxc1riT66mxrDKBPtXiw?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 10:57:28.467,2025-05-14 11:36:54.844,1
573b8ec1-b79e-4dc9-9d1e-a152f5c8f2c8,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,6e7ef14c-bcda-423a-b7a5-ee25fbbb0736,urn:adsk.wipprod:fs.file:vf.PyGqGkjrTSSSzoltpsl1oA?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 10:57:28.467,2025-05-14 11:36:54.845,1
8d3aef6c-0a4c-4beb-976e-1dbd5ba6480e,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,6e7ef14c-bcda-423a-b7a5-ee25fbbb0736,urn:adsk.wipprod:fs.file:vf.BL8HrF1tRJG10IK9RuTe1Q?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 10:57:28.467,2025-05-14 11:36:54.847,1
e8505a84-e9c3-4e28-957b-976c7f297666,bf996092-8d66-408a-8d8e-5065ca3330c2,23142979-9fb6-4fd3-bd82-62d7e0add75f,6e7ef14c-bcda-423a-b7a5-ee25fbbb0736,urn:adsk.wipprod:fs.file:vf.w66IjB8yT92I7PCTJmtNdg?version=1,"{""id"":""f44e623d-f04f-47fe-8195-efc43d1d985b"",""value"":""approved"",""label"":""Approved"",""approverUserId"":""HGDJ7CYFKNB85P3J"",""approverUserName"":""durvesh singh""}",2025-05-14 10:57:28.467,2025-05-14 11:36:55.707,1
